what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1268911724828
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1268911724828
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.100.v20090525,"org.eclipse.equinox.p2.metadata.repository",1268911724828
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1268911724843
started,bundle,org.eclipse.equinox.p2.repository,1.0.0.v20090601-1921,"org.eclipse.equinox.p2.repository",1268911724843
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1268911724843
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1268911724843
started,bundle,org.eclipse.equinox.preferences,3.2.300.v20090520-1800,"org.eclipse.equinox.preferences",1268911724843
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1268911724843
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1268911724843
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator.manipulator",1268911724843
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1268911724843
started,bundle,org.eclipse.help,3.4.0.v20090526,"org.eclipse.help",1268911724843
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1268911724843
started,bundle,org.eclipse.jface,3.5.0.I20090525-2000,"org.eclipse.jface",1268911724843
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1268911724843
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1268911724843
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.300.v200901220600,"org.eclipse.jst.j2ee.webservice",1268911724843
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.300.v200902052230,"org.eclipse.jst.j2ee.webservice.ui",1268911724843
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1268911724843
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1268911724843
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1268911724843
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1268911724843
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1268911724843
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1268911724843
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1268911724843
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1268911724843
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1268911724843
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1268911724843
started,bundle,org.eclipse.ui.intro,3.3.0.v20090526,"org.eclipse.ui.intro",1268911724843
started,bundle,org.eclipse.ui.navigator,3.4.0.I20090525-2000,"org.eclipse.ui.navigator",1268911724843
started,bundle,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.resources",1268911724843
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1268911724843
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1268911724843
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1268911724843
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1268911724843
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1268911724843
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1268911724859
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1268911724859
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1268911724859
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1268911724859
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1268911724859
started,bundle,org.eclipse.cdt.core,5.1.1.200909110608,"org.eclipse.cdt.core",1268911724859
started,bundle,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.ui",1268911724859
started,bundle,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui",1268911724859
started,bundle,org.eclipse.dltk.launching,1.0.1.v20090910-1601,"org.eclipse.dltk.launching",1268911724859
started,bundle,org.eclipse.jdt.core,3.5.1.v_972_R35x,"org.eclipse.jdt.core",1268911724859
started,bundle,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui",1268911724859
started,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1268911724859
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1268911724859
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1268911724859
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1268911724859
started,bundle,org.eclipse.php.core,2.1.1.v20090914-1400,"org.eclipse.php.core",1268911724859
started,bundle,org.eclipse.php.debug.core,2.1.1.v20090914-1400,"org.eclipse.php.debug.core",1268911724859
started,bundle,org.eclipse.php.debug.daemon,2.1.1.v20090707-1108,"org.eclipse.php.debug.daemon",1268911724859
started,bundle,org.eclipse.php.debug.ui,2.1.1.v20090714-1338,"org.eclipse.php.debug.ui",1268911724859
started,bundle,org.eclipse.php.server.core,2.1.1.v20090707-1108,"org.eclipse.php.server.core",1268911724859
started,bundle,org.eclipse.php.ui,2.1.1.v20090914-1400,"org.eclipse.php.ui",1268911724875
started,bundle,org.eclipse.dltk.core,1.0.2.v20100209-1928,"org.eclipse.dltk.core",1268911724875
started,bundle,org.eclipse.dltk.ui,1.0.2.v20100209-1928,"org.eclipse.dltk.ui",1268911724875
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1268911724875
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1268911724875
started,bundle,org.eclipse.jem,2.0.301.v201001252130,"org.eclipse.jem",1268911724875
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1268911724875
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1268911724875
started,bundle,org.eclipse.jst.j2ee,1.1.301.v201001272230,"org.eclipse.jst.j2ee",1268911724875
started,bundle,org.eclipse.jst.j2ee.core,1.1.301.v200911302230,"org.eclipse.jst.j2ee.core",1268911724875
started,bundle,org.eclipse.jst.j2ee.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.ui",1268911724875
started,bundle,org.eclipse.jst.jee,1.0.201.v201002021055,"org.eclipse.jst.jee",1268911724875
started,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1268911724875
started,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1268911724875
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1268911724875
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1268911724875
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1268911724875
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1268911724875
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1268911724875
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1268911724875
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1268911724875
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1268911724875
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1268911724875
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1268911724875
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1268911724875
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1268911724875
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1268911724875
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1268911724890
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1268911724890
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1268911724890
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1268911724890
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1268911724890
started,bundle,org.eclipse.egit.core,0.6.0.201003171513,"org.eclipse.egit.core",1268911724890
started,bundle,org.eclipse.egit.ui,0.6.0.201003171513,"org.eclipse.egit.ui",1268911724890
started,bundle,org.eclipse.jgit,0.6.0.201003122110,"org.eclipse.jgit",1268911724890
os,sysinfo,,,"win32",1268911724890
arch,sysinfo,,,"x86",1268911724890
ws,sysinfo,,,"win32",1268911724890
locale,sysinfo,,,"de_DE",1268911724890
processors,sysinfo,,,"4",1268911724890
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1268911724890
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1268911724890
java.specification.name,sysinfo,,,"Java Platform API Specification",1268911724890
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268911724890
java.specification.version,sysinfo,,,"1.6",1268911724890
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1268911724890
java.version,sysinfo,,,"1.6.0_18",1268911724890
java.vm.info,sysinfo,,,"mixed mode",1268911724890
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1268911724890
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1268911724890
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268911724890
java.vm.specification.version,sysinfo,,,"1.0",1268911724890
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1268911724890
java.vm.version,sysinfo,,,"16.0-b13",1268911724890
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1268911725453
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1268911725468
closed,view,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.internal.introview",1268911725484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911729484
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911732093
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1268911732218
activated,perspective,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CPerspective",1268911732250
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.perspectives.showPerspective",1268911732343
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.perspectives.showPerspective",1268911732343
closed,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.AllMarkersView",1268911734281
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.closePerspective",1268911734281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911742500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911742515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911742609
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1268911742734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911749546
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.200909110608,"org.eclipse.cdt.managedbuilder.ui",1268911751671
started,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.200909110608,"org.eclipse.cdt.managedbuilder.core",1268911751875
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.200909110608,"org.eclipse.cdt.managedbuilder.gnu.ui",1268911752000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911752093
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1268911758312
started,bundle,org.eclipse.cdt.make.core,6.0.0.200909110608,"org.eclipse.cdt.make.core",1268911758328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911758843
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v201002021208,"org.eclipse.jst.jee.ui",1268911759109
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.navigator.ui",1268911759125
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1268911759609
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1268911759656
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1268911762046
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1268911762046
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1268911762046
started,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1268911762109
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1268911762125
started,bundle,org.eclipse.dltk.validators.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.ui",1268911762171
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1268911765281
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1268911771500
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1268911771515
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1268911771578
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1268911771593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911772109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911772140
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1268911772171
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1268911772203
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1268911772250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911775000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911783640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911790750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911804953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911814656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911814656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911814750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911817421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911822046
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911824453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911831468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911842531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911845640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911879515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911881421
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911898125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911900281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911900281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911900375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911909046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911910734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911917062
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911933015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911933031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911933109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911935031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911939953
started,bundle,org.eclipse.team.svn.core,0.7.8.I20090904-1300,"org.eclipse.team.svn.core",1268911940937
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.1.I20090925-2100,"org.polarion.eclipse.team.svn.connector.svnkit16",1268911940968
started,bundle,org.polarion.eclipse.team.svn.connector.javahl16,2.2.1.I20090925-2100,"org.polarion.eclipse.team.svn.connector.javahl16",1268911940984
started,bundle,org.eclipse.team.svn.ui,0.7.8.I20090904-1300,"org.eclipse.team.svn.ui",1268911941171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911956640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911965546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1268911965578
